product_category_name,year,month,demand,price,previous_orders
cama_mesa_banho,2017,7,545,110.06849541284404,358.0
cama_mesa_banho,2017,8,469,115.02283582089552,545.0
cama_mesa_banho,2017,9,488,100.47776639344262,469.0
cama_mesa_banho,2017,10,494,87.618987854251,488.0
cama_mesa_banho,2017,11,895,92.61802234636872,494.0
cama_mesa_banho,2017,12,515,91.67130097087379,895.0
cama_mesa_banho,2018,1,775,90.28610322580644,515.0
cama_mesa_banho,2018,2,622,90.03546623794212,775.0
cama_mesa_banho,2018,3,723,87.94738589211619,622.0
cama_mesa_banho,2018,4,674,99.44872403560831,723.0
cama_mesa_banho,2018,5,665,98.08403007518797,674.0
cama_mesa_banho,2018,6,710,94.95307042253522,665.0
cama_mesa_banho,2018,7,562,88.37193950177935,710.0
cama_mesa_banho,2018,8,609,93.89873563218391,562.0
casa_conforto,2017,2,3,138.22,19.0
casa_conforto,2017,3,13,163.33846153846156,3.0
casa_conforto,2017,4,16,147.82500000000002,13.0
casa_conforto,2017,5,35,147.97342857142857,16.0
casa_conforto,2017,6,18,169.78833333333333,35.0
casa_conforto,2017,7,36,108.91888888888889,18.0
casa_conforto,2017,8,26,151.55346153846153,36.0
casa_conforto,2017,9,29,144.94724137931036,26.0
casa_conforto,2017,10,26,138.91923076923078,29.0
casa_conforto,2017,11,42,121.08785714285716,26.0
casa_conforto,2017,12,14,161.27142857142857,42.0
casa_conforto,2018,1,18,167.78666666666666,14.0
casa_conforto,2018,2,20,142.6385,18.0
casa_conforto,2018,3,21,120.11333333333334,20.0
casa_conforto,2018,4,15,115.98,21.0
casa_conforto,2018,5,19,132.4157894736842,15.0
casa_conforto,2018,6,16,149.15562500000001,19.0
casa_conforto,2018,7,24,124.34916666666668,16.0
casa_conforto,2018,8,15,143.42533333333333,24.0
casa_conforto_2,2017,1,2,36.4,1.5
casa_conforto_2,2017,3,3,114.29333333333334,2.0
casa_conforto_2,2017,4,1,12.9,3.0
casa_conforto_2,2017,6,1,12.9,1.0
casa_conforto_2,2017,7,1,12.9,1.0
casa_conforto_2,2017,8,2,12.9,1.0
casa_conforto_2,2017,9,1,12.9,2.0
casa_conforto_2,2017,10,3,12.9,1.0
casa_conforto_2,2017,11,3,12.9,3.0
casa_conforto_2,2018,2,2,12.9,3.0
casa_conforto_2,2018,3,1,34.99,2.0
casa_conforto_2,2018,4,1,12.9,1.0
casa_conforto_2,2018,6,1,12.9,1.0
casa_conforto_2,2018,7,2,12.9,1.0
casa_construcao,2017,2,3,169.5666666666667,31.0
casa_construcao,2017,3,5,103.21200000000002,3.0
casa_construcao,2017,4,5,320.538,5.0
casa_construcao,2017,5,6,258.1666666666667,5.0
casa_construcao,2017,6,4,252.375,6.0
casa_construcao,2017,7,1,46.8,4.0
casa_construcao,2017,8,1,124.8,1.0
casa_construcao,2017,9,9,123.92222222222222,1.0
casa_construcao,2017,10,15,265.29200000000003,9.0
casa_construcao,2017,11,33,141.27030303030304,15.0
casa_construcao,2017,12,31,195.6290322580645,33.0
casa_construcao,2018,1,31,156.25129032258064,31.0
casa_construcao,2018,2,32,153.90625,31.0
casa_construcao,2018,3,34,156.54882352941175,32.0
casa_construcao,2018,4,60,145.15633333333335,34.0
casa_construcao,2018,5,64,141.43703125,60.0
casa_construcao,2018,6,62,134.85387096774195,64.0
casa_construcao,2018,7,59,113.4957627118644,62.0
casa_construcao,2018,8,46,146.2504347826087,59.0
cds_dvds_musicais,2017,7,4,45.0,1.5
cds_dvds_musicais,2017,8,2,45.0,4.0
cds_dvds_musicais,2017,10,1,45.0,2.0
cds_dvds_musicais,2017,11,3,65.0,1.0
cds_dvds_musicais,2017,12,1,65.0,3.0
cds_dvds_musicais,2018,4,1,65.0,1.0
cine_foto,2017,2,1,59.0,2.0
cine_foto,2017,4,2,59.0,1.0
cine_foto,2017,5,1,59.0,2.0
cine_foto,2017,6,1,79.0,1.0
cine_foto,2017,9,1,69.0,1.0
cine_foto,2017,10,1,69.0,1.0
cine_foto,2017,11,1,242.0,1.0
cine_foto,2018,1,2,99.99,1.0
cine_foto,2018,2,2,113.995,2.0
cine_foto,2018,3,6,101.97333333333334,2.0
cine_foto,2018,4,5,104.348,6.0
cine_foto,2018,5,17,131.02882352941174,5.0
cine_foto,2018,6,10,40.585,17.0
cine_foto,2018,7,7,168.36285714285714,10.0
cine_foto,2018,8,9,74.37555555555555,7.0
climatizacao,2016,10,5,185.71800000000002,12.0
climatizacao,2017,1,3,171.26666666666665,5.0
climatizacao,2017,2,12,257.94166666666666,3.0
climatizacao,2017,3,16,252.744375,12.0
climatizacao,2017,4,14,170.24500000000003,16.0
climatizacao,2017,5,7,132.53857142857143,14.0
climatizacao,2017,6,9,185.92000000000002,7.0
climatizacao,2017,7,5,279.21999999999997,9.0
climatizacao,2017,8,12,232.0275,5.0
climatizacao,2017,9,8,216.38125,12.0
climatizacao,2017,10,9,191.01777777777775,8.0
climatizacao,2017,11,16,192.414375,9.0
climatizacao,2017,12,3,222.9333333333333,16.0
climatizacao,2018,1,22,151.68454545454546,3.0
climatizacao,2018,2,11,212.15363636363637,22.0
climatizacao,2018,3,24,103.2325,11.0
climatizacao,2018,4,22,140.995,24.0
climatizacao,2018,5,14,133.3,22.0
climatizacao,2018,6,9,269.76666666666665,14.0
climatizacao,2018,7,16,159.92875,9.0
climatizacao,2018,8,17,180.41764705882352,16.0
consoles_games,2016,10,10,388.226,49.0
consoles_games,2017,1,21,275.77190476190475,10.0
consoles_games,2017,2,18,238.5983333333333,21.0
consoles_games,2017,3,49,219.11326530612243,18.0
consoles_games,2017,4,16,233.786875,49.0
consoles_games,2017,5,26,91.53538461538461,16.0
consoles_games,2017,6,28,189.61142857142858,26.0
consoles_games,2017,7,47,120.43106382978723,28.0
consoles_games,2017,8,88,99.9471590909091,47.0
consoles_games,2017,9,61,143.12245901639344,88.0
consoles_games,2017,10,105,99.38161904761904,61.0
consoles_games,2017,11,132,95.2680303030303,105.0
consoles_games,2017,12,89,100.54168539325842,132.0
consoles_games,2018,1,53,154.20905660377358,89.0
consoles_games,2018,2,51,233.32803921568626,53.0
consoles_games,2018,3,55,213.27,51.0
consoles_games,2018,4,44,151.27113636363637,55.0
consoles_games,2018,5,40,112.13325,44.0
consoles_games,2018,6,42,126.28595238095238,40.0
consoles_games,2018,7,49,173.85938775510206,42.0
consoles_games,2018,8,56,77.86946428571427,49.0
construcao_ferramentas_construcao,2017,1,1,310.0,24.0
construcao_ferramentas_construcao,2017,2,3,112.26333333333334,1.0
construcao_ferramentas_construcao,2017,3,4,193.35,3.0
construcao_ferramentas_construcao,2017,5,1,99.99,4.0
construcao_ferramentas_construcao,2017,6,4,54.6825,1.0
construcao_ferramentas_construcao,2017,7,5,89.89,4.0
construcao_ferramentas_construcao,2017,8,6,159.635,5.0
construcao_ferramentas_construcao,2017,9,8,122.4375,6.0
construcao_ferramentas_construcao,2017,10,16,154.28,8.0
construcao_ferramentas_construcao,2017,11,36,162.4788888888889,16.0
construcao_ferramentas_construcao,2017,12,24,238.93125,36.0
construcao_ferramentas_construcao,2018,1,45,195.46844444444443,24.0
construcao_ferramentas_construcao,2018,2,58,144.38258620689655,45.0
construcao_ferramentas_construcao,2018,3,54,173.17925925925925,58.0
construcao_ferramentas_construcao,2018,4,78,147.71705128205127,54.0
construcao_ferramentas_construcao,2018,5,96,189.77687500000002,78.0
construcao_ferramentas_construcao,2018,6,108,207.51962962962963,96.0
construcao_ferramentas_construcao,2018,7,101,137.01247524752475,108.0
construcao_ferramentas_construcao,2018,8,135,157.0697037037037,101.0
construcao_ferramentas_ferramentas,2017,4,1,729.0,5.5
construcao_ferramentas_ferramentas,2017,5,2,401.95,1.0
construcao_ferramentas_ferramentas,2017,9,3,305.63,2.0
construcao_ferramentas_ferramentas,2017,10,5,203.72,3.0
construcao_ferramentas_ferramentas,2017,11,4,59.900000000000006,5.0
construcao_ferramentas_ferramentas,2017,12,6,58.23333333333333,4.0
construcao_ferramentas_ferramentas,2018,1,8,66.5375,6.0
construcao_ferramentas_ferramentas,2018,2,11,117.11818181818181,8.0
construcao_ferramentas_ferramentas,2018,3,8,112.425,11.0
construcao_ferramentas_ferramentas,2018,4,16,80.443125,8.0
construcao_ferramentas_ferramentas,2018,5,5,83.58,16.0
construcao_ferramentas_ferramentas,2018,6,4,131.75,5.0
construcao_ferramentas_ferramentas,2018,7,10,418.32,4.0
construcao_ferramentas_ferramentas,2018,8,14,89.69785714285715,10.0
construcao_ferramentas_iluminacao,2017,7,1,360.0,9.0
construcao_ferramentas_iluminacao,2017,8,2,294.5,1.0
construcao_ferramentas_iluminacao,2017,9,1,229.0,2.0
construcao_ferramentas_iluminacao,2017,10,2,250.0,1.0
construcao_ferramentas_iluminacao,2017,11,9,241.60999999999999,2.0
construcao_ferramentas_iluminacao,2017,12,2,88.0,9.0
construcao_ferramentas_iluminacao,2018,1,6,357.16499999999996,2.0
construcao_ferramentas_iluminacao,2018,2,9,132.54666666666668,6.0
construcao_ferramentas_iluminacao,2018,3,12,208.0666666666667,9.0
construcao_ferramentas_iluminacao,2018,4,38,118.88868421052632,12.0
construcao_ferramentas_iluminacao,2018,5,32,137.7759375,38.0
construcao_ferramentas_iluminacao,2018,6,35,119.15457142857143,32.0
construcao_ferramentas_iluminacao,2018,7,40,162.36925000000002,35.0
construcao_ferramentas_iluminacao,2018,8,58,136.99224137931034,40.0
construcao_ferramentas_jardim,2017,2,1,289.99,9.5
construcao_ferramentas_jardim,2017,4,7,204.32999999999998,1.0
construcao_ferramentas_jardim,2017,5,6,243.90666666666664,7.0
construcao_ferramentas_jardim,2017,6,3,111.59666666666668,6.0
construcao_ferramentas_jardim,2017,7,7,48.394285714285715,3.0
construcao_ferramentas_jardim,2017,8,7,115.75571428571428,7.0
construcao_ferramentas_jardim,2017,9,6,49.583333333333336,7.0
construcao_ferramentas_jardim,2017,10,8,61.4875,6.0
construcao_ferramentas_jardim,2017,11,16,74.05625,8.0
construcao_ferramentas_jardim,2017,12,6,154.8166666666667,16.0
construcao_ferramentas_jardim,2018,1,21,149.85619047619048,6.0
construcao_ferramentas_jardim,2018,2,16,85.940625,21.0
construcao_ferramentas_jardim,2018,3,23,108.57521739130435,16.0
construcao_ferramentas_jardim,2018,4,15,60.400666666666666,23.0
construcao_ferramentas_jardim,2018,5,15,69.65533333333333,15.0
construcao_ferramentas_jardim,2018,6,11,72.67636363636365,15.0
construcao_ferramentas_jardim,2018,7,23,84.08391304347826,11.0
construcao_ferramentas_jardim,2018,8,21,171.15571428571428,23.0
construcao_ferramentas_seguranca,2017,2,1,379.0,9.0
construcao_ferramentas_seguranca,2017,3,2,190.0,1.0
construcao_ferramentas_seguranca,2017,8,1,8.9,2.0
construcao_ferramentas_seguranca,2017,9,4,245.40999999999997,1.0
construcao_ferramentas_seguranca,2017,10,9,138.46444444444444,4.0
construcao_ferramentas_seguranca,2017,11,14,225.26357142857142,9.0
construcao_ferramentas_seguranca,2017,12,7,197.8457142857143,14.0
construcao_ferramentas_seguranca,2018,1,9,224.35666666666668,7.0
construcao_ferramentas_seguranca,2018,2,7,838.1071428571429,9.0
construcao_ferramentas_seguranca,2018,3,13,285.6823076923077,7.0
construcao_ferramentas_seguranca,2018,4,23,124.27217391304349,13.0
construcao_ferramentas_seguranca,2018,5,25,262.31239999999997,23.0
construcao_ferramentas_seguranca,2018,6,16,160.335625,25.0
construcao_ferramentas_seguranca,2018,7,15,125.93,16.0
construcao_ferramentas_seguranca,2018,8,23,163.61391304347825,15.0
cool_stuff,2016,10,8,138.875,197.0
cool_stuff,2017,1,33,205.8151515151515,8.0
cool_stuff,2017,2,69,192.15507246376814,33.0
cool_stuff,2017,3,122,172.74844262295082,69.0
cool_stuff,2017,4,119,181.78386554621846,122.0
cool_stuff,2017,5,240,136.69920833333333,119.0
cool_stuff,2017,6,197,192.66984771573604,240.0
cool_stuff,2017,7,225,164.9549777777778,197.0
cool_stuff,2017,8,247,165.7146153846154,225.0
cool_stuff,2017,9,201,187.23308457711443,247.0
cool_stuff,2017,10,248,175.48524193548388,201.0
cool_stuff,2017,11,291,188.1472852233677,248.0
cool_stuff,2017,12,237,161.15308016877637,291.0
cool_stuff,2018,1,290,134.3355172413793,237.0
cool_stuff,2018,2,183,167.0575956284153,290.0
cool_stuff,2018,3,243,155.94753086419752,183.0
cool_stuff,2018,4,197,176.37675126903554,243.0
cool_stuff,2018,5,170,173.74376470588234,197.0
cool_stuff,2018,6,100,192.63479999999998,170.0
cool_stuff,2018,7,118,234.9293220338983,100.0
cool_stuff,2018,8,120,134.68483333333333,118.0
dvds_blu_ray,2017,1,2,14.9,2.5
dvds_blu_ray,2017,2,1,14.9,2.0
dvds_blu_ray,2017,3,5,374.74,1.0
dvds_blu_ray,2017,4,2,717.45,5.0
dvds_blu_ray,2017,5,4,22.4,2.0
dvds_blu_ray,2017,6,4,31.6725,4.0
dvds_blu_ray,2017,7,4,187.42499999999998,4.0
dvds_blu_ray,2017,8,6,18.9,4.0
dvds_blu_ray,2017,9,2,19.9,6.0
dvds_blu_ray,2017,10,5,38.9,2.0
dvds_blu_ray,2017,11,3,26.596666666666664,5.0
dvds_blu_ray,2017,12,1,119.9,3.0
dvds_blu_ray,2018,1,2,24.9,1.0
dvds_blu_ray,2018,2,1,24.9,2.0
dvds_blu_ray,2018,3,2,24.9,1.0
dvds_blu_ray,2018,4,5,18.5,2.0
dvds_blu_ray,2018,5,6,66.65833333333333,5.0
dvds_blu_ray,2018,6,5,68.578,6.0
dvds_blu_ray,2018,7,1,83.99,5.0
dvds_blu_ray,2018,8,1,8.9,1.0
eletrodomesticos,2017,2,7,105.84285714285714,37.0
eletrodomesticos,2017,3,9,32.144444444444446,7.0
eletrodomesticos,2017,4,9,51.833333333333336,9.0
eletrodomesticos,2017,5,28,68.31392857142858,9.0
eletrodomesticos,2017,6,42,58.91166666666667,28.0
eletrodomesticos,2017,7,37,99.24297297297296,42.0
eletrodomesticos,2017,8,49,93.61326530612246,37.0
eletrodomesticos,2017,9,10,182.019,49.0
eletrodomesticos,2017,10,8,243.88500000000002,10.0
eletrodomesticos,2017,11,25,180.6376,8.0
eletrodomesticos,2017,12,16,83.1875,25.0
eletrodomesticos,2018,1,27,65.96481481481482,16.0
eletrodomesticos,2018,2,48,115.80708333333332,27.0
eletrodomesticos,2018,3,70,141.09414285714286,48.0
eletrodomesticos,2018,4,106,142.6816037735849,70.0
eletrodomesticos,2018,5,63,97.3336507936508,106.0
eletrodomesticos,2018,6,67,88.30402985074626,63.0
eletrodomesticos,2018,7,79,66.97,67.0
eletrodomesticos,2018,8,64,102.64687500000001,79.0
eletrodomesticos_2,2017,1,7,301.52714285714285,11.0
eletrodomesticos_2,2017,2,1,15.99,7.0
eletrodomesticos_2,2017,3,2,250.45,1.0
eletrodomesticos_2,2017,4,2,399.9,2.0
eletrodomesticos_2,2017,5,9,343.6711111111111,2.0
eletrodomesticos_2,2017,6,6,202.31166666666664,9.0
eletrodomesticos_2,2017,7,7,147.71285714285713,6.0
eletrodomesticos_2,2017,8,17,235.56176470588235,7.0
eletrodomesticos_2,2017,9,6,271.3,17.0
eletrodomesticos_2,2017,10,10,280.317,6.0
eletrodomesticos_2,2017,11,13,373.4561538461539,10.0
eletrodomesticos_2,2017,12,8,248.77,13.0
eletrodomesticos_2,2018,1,12,715.85,8.0
eletrodomesticos_2,2018,2,21,428.5157142857143,12.0
eletrodomesticos_2,2018,3,12,470.68333333333334,21.0
eletrodomesticos_2,2018,4,23,901.8126086956521,12.0
eletrodomesticos_2,2018,5,23,627.88,23.0
eletrodomesticos_2,2018,6,18,460.8183333333333,23.0
eletrodomesticos_2,2018,7,22,565.3372727272728,18.0
eletrodomesticos_2,2018,8,15,658.8506666666667,22.0
eletronicos,2016,10,2,653.495,87.0
eletronicos,2017,1,11,56.09090909090909,2.0
eletronicos,2017,2,14,70.575,11.0
eletronicos,2017,3,32,109.734375,14.0
eletronicos,2017,4,47,86.64553191489362,32.0
eletronicos,2017,5,62,104.66387096774193,47.0
