order_item_id,freight_value,order_status,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,purchase_year,purchase_month,purchase_day,purchase_weekday,product_volume
1,12.88,2,12,51.0,1974.0,2.0,200.0,17.0,13.0,13.0,2017,6,13,1,2873.0
1,17.97,2,55,41.0,789.0,1.0,950.0,20.0,35.0,20.0,2018,4,21,5,14000.0
1,20.03,2,20,56.0,671.0,4.0,8750.0,25.0,25.0,25.0,2018,3,8,3,15625.0
1,21.43,2,73,54.0,851.0,1.0,3100.0,45.0,28.0,26.0,2017,11,14,1,32760.0
10,0.08,2,56,55.0,1086.0,2.0,19400.0,48.0,45.0,56.0,2017,10,2,0,120960.0
1,16.84,2,14,46.0,279.0,1.0,1813.0,67.0,12.0,47.0,2017,11,20,0,37788.0
1,21.59,2,14,57.0,1070.0,2.0,5300.0,20.0,45.0,35.0,2017,5,12,4,31500.0
2,14.43,2,51,52.0,573.0,1.0,1450.0,49.0,10.0,33.0,2018,1,31,2,16170.0
1,21.59,2,14,55.0,329.0,1.0,1825.0,44.0,14.0,34.0,2018,4,19,3,20944.0
1,22.93,2,45,56.0,617.0,1.0,1583.0,18.0,15.0,12.0,2018,4,3,1,3240.0
1,15.15,2,63,47.0,963.0,1.0,375.0,21.0,11.0,17.0,2017,7,28,4,3927.0
1,22.71,2,64,57.0,747.0,2.0,1150.0,40.0,20.0,30.0,2017,5,14,6,24000.0
2,17.64,2,41,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,2017,11,25,5,19800.0
1,34.63,2,13,44.0,296.0,2.0,12650.0,17.0,42.0,26.0,2018,6,12,1,18564.0
2,20.97,2,55,52.0,709.0,2.0,7550.0,35.0,35.0,35.0,2017,8,13,6,42875.0
1,7.43,2,33,56.0,813.0,2.0,250.0,16.0,10.0,16.0,2018,7,8,6,2560.0
1,19.08,2,55,60.0,500.0,3.0,100.0,16.0,3.0,11.0,2018,7,17,1,528.0
1,23.58,2,64,38.0,736.0,12.0,4200.0,49.0,29.0,34.0,2017,5,3,2,48314.0
1,47.73,2,27,45.0,941.0,1.0,1000.0,42.0,25.0,15.0,2017,6,21,2,15750.0
1,9.98,2,67,56.0,528.0,2.0,292.0,18.0,10.0,15.0,2018,1,8,0,2700.0
1,11.85,2,33,53.0,784.0,2.0,343.0,32.0,10.0,20.0,2017,9,5,1,6400.0
1,7.78,2,33,59.0,417.0,1.0,5200.0,20.0,22.0,22.0,2017,7,31,0,9680.0
1,19.28,2,32,38.0,566.0,1.0,1200.0,35.0,35.0,35.0,2017,1,11,2,42875.0
1,29.83,2,67,51.0,805.0,2.0,267.0,18.0,9.0,17.0,2017,5,10,2,2754.0
1,16.0,2,12,49.0,1443.0,1.0,500.0,16.0,19.0,15.0,2017,11,23,3,4560.0
1,20.37,2,60,48.0,1235.0,2.0,800.0,20.0,50.0,40.0,2018,5,15,1,40000.0
2,14.39,2,45,38.0,1386.0,1.0,917.0,30.0,16.0,16.0,2017,8,21,0,7680.0
1,21.1,2,41,52.0,1292.0,7.0,1900.0,17.0,13.0,31.0,2017,10,16,0,6851.0
1,9.18,2,33,32.0,1042.0,1.0,200.0,18.0,11.0,13.0,2017,10,22,6,2574.0
1,16.88,2,67,36.0,563.0,1.0,650.0,18.0,10.0,16.0,2017,10,10,1,2880.0
1,7.39,2,20,52.0,346.0,3.0,250.0,22.0,11.0,16.0,2018,4,3,1,3872.0
1,10.58,2,33,52.0,393.0,1.0,2650.0,20.0,10.0,25.0,2017,11,21,1,5000.0
1,17.51,2,45,46.0,2604.0,2.0,5879.0,30.0,25.0,19.0,2017,11,18,5,14250.0
1,7.79,2,14,46.0,279.0,1.0,1813.0,67.0,12.0,47.0,2018,5,15,1,37788.0
2,19.91,2,14,42.0,507.0,4.0,2050.0,50.0,10.0,40.0,2017,10,27,4,20000.0
3,15.18,2,13,45.0,1217.0,2.0,375.0,30.0,9.0,18.0,2017,11,27,0,4860.0
1,15.1,2,71,39.0,365.0,13.0,50.0,16.0,3.0,11.0,2018,1,10,2,528.0
1,15.62,2,55,16.0,83.0,1.0,1300.0,24.0,39.0,22.0,2017,3,10,4,20592.0
1,15.3,2,63,46.0,578.0,1.0,250.0,16.0,18.0,11.0,2018,4,11,2,3168.0
1,9.94,2,14,51.0,82.0,1.0,1000.0,40.0,5.0,25.0,2017,9,25,0,5000.0
1,19.86,2,67,55.0,570.0,1.0,165.0,16.0,10.0,12.0,2018,8,5,6,1920.0
1,40.37,1,45,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0,2018,1,31,2,8000.0
1,15.64,2,71,58.0,1500.0,4.0,700.0,32.0,15.0,21.0,2018,7,28,5,10080.0
1,25.63,2,29,52.0,620.0,2.0,100.0,20.0,2.0,26.0,2017,8,24,3,1040.0
1,17.63,2,12,39.0,411.0,1.0,550.0,23.0,8.0,13.0,2017,7,12,2,2392.0
1,17.6,2,41,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,2018,2,13,1,32560.0
1,15.23,2,34,56.0,918.0,6.0,250.0,16.0,2.0,11.0,2018,5,8,1,352.0
1,9.1,2,8,38.0,2916.0,1.0,620.0,23.0,15.0,17.0,2017,10,16,0,5865.0
1,21.38,2,12,53.0,3734.0,5.0,538.0,23.0,12.0,34.0,2017,3,19,6,9384.0
1,62.92,2,10,48.0,974.0,3.0,1150.0,60.0,15.0,40.0,2018,3,23,4,36000.0
1,40.48,2,14,38.0,2119.0,2.0,18050.0,85.0,23.0,55.0,2017,9,20,2,107525.0
2,15.55,2,12,46.0,803.0,1.0,250.0,22.0,3.0,15.0,2018,6,6,2,990.0
3,0.82,2,33,42.0,1203.0,4.0,250.0,20.0,34.0,44.0,2017,12,26,1,29920.0
1,18.37,2,14,58.0,2400.0,2.0,10800.0,54.0,27.0,36.0,2017,8,20,6,52488.0
1,25.63,2,56,33.0,1205.0,1.0,11700.0,36.0,54.0,35.0,2017,9,10,6,68040.0
1,13.76,2,14,60.0,259.0,1.0,1225.0,35.0,15.0,38.0,2017,12,30,5,19950.0
1,15.1,2,34,60.0,177.0,6.0,250.0,16.0,2.0,20.0,2017,5,31,2,640.0
1,8.11,2,45,33.0,1080.0,2.0,250.0,41.0,2.0,29.0,2017,10,15,6,2378.0
3,18.23,2,73,59.0,1614.0,1.0,450.0,16.0,26.0,11.0,2018,6,6,2,4576.0
2,13.84,2,45,51.0,194.0,1.0,214.0,18.0,14.0,13.0,2018,6,25,0,3276.0
1,21.08,2,14,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,2017,4,1,5,20000.0
1,37.37,2,33,60.0,1351.0,7.0,3050.0,62.0,10.0,22.0,2018,4,4,2,13640.0
1,13.54,2,45,52.0,181.0,1.0,100.0,40.0,2.0,24.0,2018,7,11,2,1920.0
1,16.16,2,14,50.0,381.0,1.0,875.0,25.0,18.0,40.0,2017,11,20,0,18000.0
1,14.06,2,9,56.0,363.0,1.0,100.0,16.0,10.0,15.0,2018,7,31,1,2400.0
1,10.96,2,33,45.0,118.0,1.0,200.0,25.0,2.0,17.0,2017,4,30,6,850.0
1,49.23,2,14,56.0,256.0,1.0,6083.0,51.0,32.0,50.0,2018,1,19,4,81600.0
1,19.84,2,73,56.0,279.0,2.0,2800.0,50.0,35.0,15.0,2017,2,28,1,26250.0
1,22.52,2,33,49.0,753.0,4.0,2217.0,49.0,35.0,47.0,2017,12,19,1,80605.0
1,45.43,2,41,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0,2018,1,2,1,8000.0
1,19.49,2,55,45.0,677.0,1.0,1750.0,35.0,45.0,35.0,2018,4,17,1,55125.0
