# PricePilot AI - DUMMY / DEMONSTRATION COMPETITOR PRICING DATASET
# This dataset contains synthetic data intended solely for demonstration, testing, and academic evaluation.
product_id,product_name,category,brand,our_price,competitor_name,competitor_price,price_difference,price_difference_percentage,competitor_rating,competitor_stock,marketplace,date
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,126014.4,3885.6,3.08,4.1,127,Walmart Global,2026-06-10
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,121363.4,8536.6,7.03,4.8,117,Croma Retail,2026-06-10
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,113908.26,15991.74,14.04,4.0,143,Reliance Digital Store,2026-06-10
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,124768.32,5131.68,4.11,4.6,109,Amazon India,2026-06-17
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,126120.95,3779.05,3.0,4.2,56,Walmart Global,2026-06-17
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,124296.59,5603.41,4.51,4.0,126,Croma Retail,2026-06-17
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,113668.08,16231.92,14.28,3.9,28,Reliance Digital Store,2026-06-17
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,122844.22,7055.78,5.74,4.0,108,Amazon India,2026-06-24
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,124624.18,5275.82,4.23,4.2,119,Walmart Global,2026-06-24
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,122014.11,7885.89,6.46,4.9,2,Croma Retail,2026-06-24
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,116392.38,13507.62,11.61,3.9,137,Reliance Digital Store,2026-06-24
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,125824.22,4075.78,3.24,4.6,87,Amazon India,2026-07-01
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,122216.47,7683.53,6.29,4.3,116,Walmart Global,2026-07-01
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,119450.56,10449.44,8.75,4.6,67,Croma Retail,2026-07-01
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,117740.28,12159.72,10.33,4.6,129,Reliance Digital Store,2026-07-01
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,126630.21,3269.79,2.58,4.8,76,Amazon India,2026-07-08
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,125842.1,4057.9,3.22,4.4,50,Walmart Global,2026-07-08
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,120179.81,9720.19,8.09,4.6,138,Croma Retail,2026-07-08
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,117655.28,12244.72,10.41,4.8,0,Reliance Digital Store,2026-07-08
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,125067.14,4832.86,3.86,4.3,28,Amazon India,2026-07-15
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,126276.26,3623.74,2.87,4.8,78,Walmart Global,2026-07-15
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,120602.04,9297.96,7.71,4.1,145,Croma Retail,2026-07-15
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,117625.0,12275.0,10.44,3.9,124,Reliance Digital Store,2026-07-15
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,126148.83,3751.17,2.97,4.9,136,Amazon India,2026-07-22
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,125465.52,4434.48,3.53,3.9,121,Walmart Global,2026-07-22
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,124050.52,5849.48,4.72,4.0,135,Croma Retail,2026-07-22
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,117280.56,12619.44,10.76,4.3,54,Reliance Digital Store,2026-07-22
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,126711.36,3188.64,2.52,4.6,51,Amazon India,2026-07-29
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,125202.9,4697.1,3.75,4.2,95,Walmart Global,2026-07-29
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,121570.42,8329.58,6.85,4.4,30,Croma Retail,2026-07-29
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,114393.77,15506.23,13.56,3.9,5,Reliance Digital Store,2026-07-29
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Amazon,125014.14,4885.86,3.91,4.1,56,Amazon India,2026-08-05
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Walmart,121698.23,8201.77,6.74,4.6,15,Walmart Global,2026-08-05
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Croma,120550.8,9349.2,7.76,4.8,84,Croma Retail,2026-08-05
P1001,Apple iPhone 15 Pro (128GB),Mobiles,Apple,129900.0,Reliance Digital,113575.39,16324.61,14.37,4.1,124,Reliance Digital Store,2026-08-05
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,110201.34,9797.66,8.89,4.5,90,Reliance Digital Store,2026-05-20
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,117730.03,2268.97,1.93,4.3,13,Flipkart Online,2026-05-20
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,117157.88,2841.12,2.43,4.9,25,Croma Retail,2026-05-20
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,110050.28,9948.72,9.04,4.6,27,Reliance Digital Store,2026-05-27
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,116903.76,3095.24,2.65,4.0,114,Flipkart Online,2026-05-27
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,114676.42,5322.58,4.64,4.0,118,Croma Retail,2026-05-27
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,110898.01,9100.99,8.21,4.8,113,Reliance Digital Store,2026-06-03
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,119546.0,453.0,0.38,4.7,25,Flipkart Online,2026-06-03
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,114259.45,5739.55,5.02,4.9,3,Croma Retail,2026-06-03
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,114120.53,5878.47,5.15,4.8,60,Reliance Digital Store,2026-06-10
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,116514.79,3484.21,2.99,4.3,54,Flipkart Online,2026-06-10
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,118048.13,1950.87,1.65,4.8,42,Croma Retail,2026-06-10
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,111476.77,8522.23,7.64,4.9,67,Reliance Digital Store,2026-06-17
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,120105.73,-106.73,-0.09,4.7,73,Flipkart Online,2026-06-17
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,115992.7,4006.3,3.45,4.9,142,Croma Retail,2026-06-17
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,112744.37,7254.63,6.43,4.3,48,Reliance Digital Store,2026-06-24
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,117130.74,2868.26,2.45,4.9,148,Flipkart Online,2026-06-24
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,117448.16,2550.84,2.17,3.9,80,Croma Retail,2026-06-24
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,110034.83,9964.17,9.06,4.4,128,Reliance Digital Store,2026-07-01
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,120072.05,-73.05,-0.06,4.4,14,Flipkart Online,2026-07-01
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,118495.51,1503.49,1.27,3.9,47,Croma Retail,2026-07-01
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,110085.71,9913.29,9.01,3.9,60,Reliance Digital Store,2026-07-08
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,117636.49,2362.51,2.01,4.8,145,Flipkart Online,2026-07-08
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,115169.91,4829.09,4.19,4.5,20,Croma Retail,2026-07-08
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,111657.13,8341.87,7.47,4.4,133,Reliance Digital Store,2026-07-15
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,117223.61,2775.39,2.37,4.1,80,Flipkart Online,2026-07-15
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,115134.86,4864.14,4.22,4.2,76,Croma Retail,2026-07-15
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,111827.4,8171.6,7.31,4.8,18,Reliance Digital Store,2026-07-22
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,115773.2,4225.8,3.65,4.5,144,Flipkart Online,2026-07-22
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,118659.88,1339.12,1.13,3.9,54,Croma Retail,2026-07-22
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,112045.43,7953.57,7.1,3.9,89,Reliance Digital Store,2026-07-29
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,119890.08,108.92,0.09,4.8,94,Flipkart Online,2026-07-29
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,115350.35,4648.65,4.03,4.3,139,Croma Retail,2026-07-29
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Reliance Digital,112931.08,7067.92,6.26,4.5,135,Reliance Digital Store,2026-08-05
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Flipkart,115766.15,4232.85,3.66,4.7,76,Flipkart Online,2026-08-05
P1002,Samsung Galaxy S24 Ultra,Mobiles,Samsung,119999.0,Croma,118360.44,1638.56,1.38,3.9,34,Croma Retail,2026-08-05
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,62093.4,2905.6,4.68,4.4,64,Amazon India,2026-05-20
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,61184.76,3814.24,6.23,4.7,23,Walmart Global,2026-05-20
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62433.61,2565.39,4.11,4.7,11,Flipkart Online,2026-05-20
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,65695.94,-696.94,-1.06,4.6,67,Croma Retail,2026-05-20
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60400.22,4598.78,7.61,4.3,109,Amazon India,2026-05-27
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,60355.26,4643.74,7.69,3.9,38,Walmart Global,2026-05-27
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62213.29,2785.71,4.48,4.7,149,Flipkart Online,2026-05-27
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67167.79,-2168.79,-3.23,4.3,10,Croma Retail,2026-05-27
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60759.45,4239.55,6.98,4.8,10,Amazon India,2026-06-03
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,61169.32,3829.68,6.26,4.0,63,Walmart Global,2026-06-03
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62514.71,2484.29,3.97,4.2,143,Flipkart Online,2026-06-03
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,68056.86,-3057.86,-4.49,4.2,39,Croma Retail,2026-06-03
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,62271.82,2727.18,4.38,4.1,41,Amazon India,2026-06-10
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,61355.44,3643.56,5.94,4.7,105,Walmart Global,2026-06-10
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,60919.61,4079.39,6.7,4.6,85,Flipkart Online,2026-06-10
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67784.07,-2785.07,-4.11,4.3,63,Croma Retail,2026-06-10
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60657.93,4341.07,7.16,4.7,27,Amazon India,2026-06-17
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,59925.69,5073.31,8.47,3.8,120,Walmart Global,2026-06-17
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,61410.57,3588.43,5.84,4.7,117,Flipkart Online,2026-06-17
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,66623.89,-1624.89,-2.44,4.7,58,Croma Retail,2026-06-17
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60550.45,4448.55,7.35,4.5,102,Amazon India,2026-06-24
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,59794.97,5204.03,8.7,4.8,71,Walmart Global,2026-06-24
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,61730.29,3268.71,5.3,4.4,137,Flipkart Online,2026-06-24
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,66574.27,-1575.27,-2.37,3.8,66,Croma Retail,2026-06-24
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60441.82,4557.18,7.54,4.9,67,Amazon India,2026-07-01
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,59096.54,5902.46,9.99,4.5,88,Walmart Global,2026-07-01
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62667.75,2331.25,3.72,4.1,130,Flipkart Online,2026-07-01
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,65996.48,-997.48,-1.51,4.8,48,Croma Retail,2026-07-01
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60628.33,4370.67,7.21,4.6,0,Amazon India,2026-07-08
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,60256.55,4742.45,7.87,4.7,50,Walmart Global,2026-07-08
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,61762.77,3236.23,5.24,3.9,84,Flipkart Online,2026-07-08
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67357.16,-2358.16,-3.5,4.5,31,Croma Retail,2026-07-08
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,61767.27,3231.73,5.23,4.1,79,Amazon India,2026-07-15
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,60610.51,4388.49,7.24,4.2,75,Walmart Global,2026-07-15
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62235.21,2763.79,4.44,4.0,97,Flipkart Online,2026-07-15
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67502.37,-2503.37,-3.71,4.8,145,Croma Retail,2026-07-15
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60741.55,4257.45,7.01,4.4,0,Amazon India,2026-07-22
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,59736.24,5262.76,8.81,4.0,148,Walmart Global,2026-07-22
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,62364.99,2634.01,4.22,4.2,113,Flipkart Online,2026-07-22
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,66871.89,-1872.89,-2.8,4.0,121,Croma Retail,2026-07-22
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,61948.46,3050.54,4.92,4.9,43,Amazon India,2026-07-29
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,60591.14,4407.86,7.27,4.1,85,Walmart Global,2026-07-29
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,61090.02,3908.98,6.4,4.8,60,Flipkart Online,2026-07-29
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67490.25,-2491.25,-3.69,4.0,50,Croma Retail,2026-07-29
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Amazon,60365.37,4633.63,7.68,3.9,121,Amazon India,2026-08-05
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Walmart,60476.56,4522.44,7.48,4.6,116,Walmart Global,2026-08-05
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Flipkart,61887.52,3111.48,5.03,4.5,49,Flipkart Online,2026-08-05
P1003,OnePlus 12 5G (256GB),Mobiles,OnePlus,64999.0,Croma,67612.37,-2613.37,-3.87,4.2,102,Croma Retail,2026-08-05
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80523.87,-4524.87,-5.62,4.3,142,Flipkart Online,2026-05-20
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,69827.06,6171.94,8.84,4.7,116,Amazon India,2026-05-20
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,79145.29,-3146.29,-3.98,4.3,135,Reliance Digital Store,2026-05-20
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,81457.01,-5458.01,-6.7,4.5,113,Flipkart Online,2026-05-27
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,70852.51,5146.49,7.26,4.6,129,Amazon India,2026-05-27
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,80087.97,-4088.97,-5.11,4.8,114,Reliance Digital Store,2026-05-27
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,81167.19,-5168.19,-6.37,4.6,121,Flipkart Online,2026-06-03
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,70393.8,5605.2,7.96,4.6,70,Amazon India,2026-06-03
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,81177.38,-5178.38,-6.38,4.4,61,Reliance Digital Store,2026-06-03
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,79177.38,-3178.38,-4.01,3.9,73,Flipkart Online,2026-06-10
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,69785.58,6213.42,8.9,4.2,138,Amazon India,2026-06-10
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,78975.77,-2976.77,-3.77,4.0,98,Reliance Digital Store,2026-06-10
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80517.59,-4518.59,-5.61,4.6,16,Flipkart Online,2026-06-17
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,70294.48,5704.52,8.12,4.2,119,Amazon India,2026-06-17
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,80052.73,-4053.73,-5.06,4.0,107,Reliance Digital Store,2026-06-17
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,79544.53,-3545.53,-4.46,4.6,5,Flipkart Online,2026-06-24
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,71541.15,4457.85,6.23,4.6,97,Amazon India,2026-06-24
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,80249.38,-4250.38,-5.3,4.8,76,Reliance Digital Store,2026-06-24
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80707.83,-4708.83,-5.83,4.7,107,Flipkart Online,2026-07-01
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,70642.51,5356.49,7.58,4.6,56,Amazon India,2026-07-01
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,80285.53,-4286.53,-5.34,4.1,124,Reliance Digital Store,2026-07-01
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,78392.55,-2393.55,-3.05,4.2,103,Flipkart Online,2026-07-08
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,71167.17,4831.83,6.79,4.7,32,Amazon India,2026-07-08
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,81867.87,-5868.87,-7.17,4.4,100,Reliance Digital Store,2026-07-08
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80191.43,-4192.43,-5.23,4.5,21,Flipkart Online,2026-07-15
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,70937.42,5061.58,7.14,3.9,118,Amazon India,2026-07-15
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,79300.76,-3301.76,-4.16,4.1,83,Reliance Digital Store,2026-07-15
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,78976.24,-2977.24,-3.77,4.2,97,Flipkart Online,2026-07-22
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,69909.05,6089.95,8.71,4.8,107,Amazon India,2026-07-22
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,79527.41,-3528.41,-4.44,3.9,4,Reliance Digital Store,2026-07-22
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80693.61,-4694.61,-5.82,3.9,89,Flipkart Online,2026-07-29
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,69756.6,6242.4,8.95,3.9,10,Amazon India,2026-07-29
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,81140.18,-5141.18,-6.34,4.8,51,Reliance Digital Store,2026-07-29
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Flipkart,80981.89,-4982.89,-6.15,4.5,61,Flipkart Online,2026-08-05
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Amazon,69480.1,6518.9,9.38,4.5,144,Amazon India,2026-08-05
P1004,Google Pixel 8 Pro,Mobiles,Google,75999.0,Reliance Digital,81761.96,-5762.96,-7.05,4.3,65,Reliance Digital Store,2026-08-05
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Flipkart,76995.26,-6996.26,-9.09,4.9,101,Flipkart Online,2026-05-20
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Reliance Digital,64382.28,5616.72,8.72,4.0,62,Reliance Digital Store,2026-05-20
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Amazon,61003.97,8995.03,14.74,4.6,30,Amazon India,2026-05-20
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Croma,67187.84,2811.16,4.18,4.4,10,Croma Retail,2026-05-20
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Flipkart,75985.64,-5986.64,-7.88,4.3,94,Flipkart Online,2026-05-27
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Reliance Digital,62174.3,7824.7,12.59,4.5,3,Reliance Digital Store,2026-05-27
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Amazon,62857.94,7141.06,11.36,4.7,27,Amazon India,2026-05-27
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Croma,66224.49,3774.51,5.7,4.2,117,Croma Retail,2026-05-27
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Flipkart,77086.88,-7087.88,-9.19,4.3,133,Flipkart Online,2026-06-03
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Reliance Digital,64443.03,5555.97,8.62,4.1,137,Reliance Digital Store,2026-06-03
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Amazon,62672.13,7326.87,11.69,4.3,68,Amazon India,2026-06-03
P1005,Xiaomi 14 Ultra,Mobiles,Xiaomi,69999.0,Croma,65929.08,4069.92,6.17,4.1,22,Croma Retail,2026-06-03
